scope,p_include_max,ecs_max,exclude_certainty_policy,model_policy,asreview_rank_min,selected_hr,selected_true_excludes,selected_true_includes_extra_fn,selection_precision_true_exclude,auto_rate_gain,new_auto_rate,new_fn,new_sensitivity
all,0.002,0.4,require_pass,any,0.5,175,175,0,1.0,0.0007711255348306388,0.4004917577696406,170,0.9593884376493073
all,0.002,0.4,require_pass,early2,0.5,175,175,0,1.0,0.0007711255348306388,0.4004917577696406,170,0.9593884376493073
all,0.002,0.5,require_pass,any,0.5,175,175,0,1.0,0.0007711255348306388,0.4004917577696406,170,0.9593884376493073
all,0.002,0.5,require_pass,early2,0.5,175,175,0,1.0,0.0007711255348306388,0.4004917577696406,170,0.9593884376493073
all,0.01,0.2,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.2,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.3,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.3,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.4,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.4,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.5,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.01,0.5,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.2,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.2,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.3,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.3,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.4,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.4,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.5,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.02,0.5,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.2,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.2,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.3,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.3,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.4,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.4,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.5,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.03,0.5,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.05,0.2,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.05,0.2,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.05,0.3,require_pass,any,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
all,0.05,0.3,require_pass,early2,0.8,146,146,0,1.0,0.000643339017630133,0.40036397125244005,170,0.9593884376493073
